"data_source","signal","geo_value","time_value","source","geo_type","time_type","issue","lag","missing_value","missing_stderr","missing_sample_size","value","stderr","sample_size"
"jhu-csse","deaths_incidence_num","us",2020-10-15,"jhu-csse","nation","day",2023-03-03,869,0,5,5,839,NA,NA
"jhu-csse","deaths_incidence_num","us",2020-10-16,"jhu-csse","nation","day",2023-03-03,868,0,5,5,923,NA,NA
"jhu-csse","deaths_incidence_num","us",2020-10-17,"jhu-csse","nation","day",2023-03-03,867,0,5,5,789,NA,NA
"jhu-csse","deaths_incidence_num","us",2020-10-18,"jhu-csse","nation","day",2023-03-03,866,0,5,5,481,NA,NA
"jhu-csse","deaths_incidence_num","us",2020-10-19,"jhu-csse","nation","day",2023-03-03,865,0,5,5,510,NA,NA
"jhu-csse","deaths_incidence_num","us",2020-10-20,"jhu-csse","nation","day",2023-03-03,864,0,5,5,948,NA,NA
"jhu-csse","deaths_incidence_num","us",2020-10-21,"jhu-csse","nation","day",2023-03-09,869,0,5,5,1162,NA,NA
"jhu-csse","deaths_incidence_num","us",2020-10-22,"jhu-csse","nation","day",2023-03-09,868,0,5,5,857,NA,NA
"jhu-csse","deaths_incidence_num","us",2020-10-23,"jhu-csse","nation","day",2023-03-03,861,0,5,5,954,NA,NA
"jhu-csse","deaths_incidence_num","us",2020-10-24,"jhu-csse","nation","day",2023-03-03,860,0,5,5,971,NA,NA
"jhu-csse","deaths_incidence_num","us",2020-10-25,"jhu-csse","nation","day",2023-03-03,859,0,5,5,453,NA,NA
"jhu-csse","deaths_incidence_num","us",2020-10-26,"jhu-csse","nation","day",2023-03-09,864,0,5,5,559,NA,NA
"jhu-csse","deaths_incidence_num","us",2020-10-27,"jhu-csse","nation","day",2023-03-03,857,0,5,5,1020,NA,NA
"jhu-csse","deaths_incidence_num","us",2020-10-28,"jhu-csse","nation","day",2023-03-09,862,0,5,5,1040,NA,NA
"jhu-csse","deaths_incidence_num","us",2020-10-29,"jhu-csse","nation","day",2023-03-09,861,0,5,5,994,NA,NA
"jhu-csse","deaths_incidence_num","us",2020-10-30,"jhu-csse","nation","day",2023-03-09,860,0,5,5,1072,NA,NA
"jhu-csse","deaths_incidence_num","us",2020-10-31,"jhu-csse","nation","day",2023-03-09,859,0,5,5,938,NA,NA
"jhu-csse","deaths_incidence_num","us",2020-11-01,"jhu-csse","nation","day",2023-03-03,852,0,5,5,509,NA,NA
"jhu-csse","deaths_incidence_num","us",2020-11-02,"jhu-csse","nation","day",2023-03-09,857,0,5,5,723,NA,NA
"jhu-csse","deaths_incidence_num","us",2020-11-03,"jhu-csse","nation","day",2023-03-09,856,0,5,5,1624,NA,NA
"jhu-csse","deaths_incidence_num","us",2020-11-04,"jhu-csse","nation","day",2023-03-09,855,0,5,5,1112,NA,NA
"jhu-csse","deaths_incidence_num","us",2020-11-05,"jhu-csse","nation","day",2023-03-03,848,0,5,5,1183,NA,NA
"jhu-csse","deaths_incidence_num","us",2020-11-06,"jhu-csse","nation","day",2023-03-09,853,0,5,5,1214,NA,NA
"jhu-csse","deaths_incidence_num","us",2020-11-07,"jhu-csse","nation","day",2023-03-09,852,0,5,5,1126,NA,NA
"jhu-csse","deaths_incidence_num","us",2020-11-08,"jhu-csse","nation","day",2023-03-03,845,0,5,5,576,NA,NA
"jhu-csse","deaths_incidence_num","us",2020-11-09,"jhu-csse","nation","day",2023-03-03,844,0,5,5,803,NA,NA
"jhu-csse","deaths_incidence_num","us",2020-11-10,"jhu-csse","nation","day",2023-03-03,843,0,5,5,1434,NA,NA
"jhu-csse","deaths_incidence_num","us",2020-11-11,"jhu-csse","nation","day",2023-03-09,848,0,5,5,1463,NA,NA
"jhu-csse","deaths_incidence_num","us",2020-11-12,"jhu-csse","nation","day",2023-03-03,841,0,5,5,1237,NA,NA
"jhu-csse","deaths_incidence_num","us",2020-11-13,"jhu-csse","nation","day",2023-03-09,846,0,5,5,1224,NA,NA
"jhu-csse","deaths_incidence_num","us",2020-11-14,"jhu-csse","nation","day",2023-03-03,839,0,5,5,1371,NA,NA
"jhu-csse","deaths_incidence_num","us",2020-11-15,"jhu-csse","nation","day",2023-03-09,844,0,5,5,788,NA,NA
"jhu-csse","deaths_incidence_num","us",2020-11-16,"jhu-csse","nation","day",2023-03-03,837,0,5,5,874,NA,NA
"jhu-csse","deaths_incidence_num","us",2020-11-17,"jhu-csse","nation","day",2023-03-09,842,0,5,5,1741,NA,NA
"jhu-csse","deaths_incidence_num","us",2020-11-18,"jhu-csse","nation","day",2023-03-09,841,0,5,5,1932,NA,NA
"jhu-csse","deaths_incidence_num","us",2020-11-19,"jhu-csse","nation","day",2023-03-03,834,0,5,5,2012,NA,NA
"jhu-csse","deaths_incidence_num","us",2020-11-20,"jhu-csse","nation","day",2023-03-09,839,0,5,5,1969,NA,NA
