data_source,signal,geo_value,time_value,source,geo_type,time_type,issue,lag,missing_value,missing_stderr,missing_sample_size,value,stderr,sample_size
jhu-csse,confirmed_incidence_num,ak,2020-06-30,jhu-csse,state,day,2023-03-03,976,0,5,5,46.0,,
jhu-csse,confirmed_incidence_num,ak,2020-07-01,jhu-csse,state,day,2023-03-03,975,0,5,5,42.0,,
jhu-csse,confirmed_incidence_num,ak,2020-07-02,jhu-csse,state,day,2023-03-03,974,0,5,5,51.0,,
jhu-csse,confirmed_incidence_num,ak,2020-07-03,jhu-csse,state,day,2023-03-03,973,0,5,5,60.0,,
jhu-csse,confirmed_incidence_num,ak,2020-07-04,jhu-csse,state,day,2023-03-03,972,0,5,5,54.0,,
jhu-csse,confirmed_incidence_num,ak,2020-07-05,jhu-csse,state,day,2023-03-03,971,0,5,5,32.0,,
jhu-csse,confirmed_incidence_num,ak,2020-07-06,jhu-csse,state,day,2023-03-03,970,0,5,5,29.0,,
jhu-csse,confirmed_incidence_num,ak,2020-07-07,jhu-csse,state,day,2023-03-03,969,0,5,5,24.0,,
jhu-csse,confirmed_incidence_num,ak,2020-07-08,jhu-csse,state,day,2023-03-03,968,0,5,5,49.0,,
jhu-csse,confirmed_incidence_num,ak,2020-07-09,jhu-csse,state,day,2023-03-03,967,0,5,5,52.0,,
jhu-csse,confirmed_incidence_num,ak,2020-07-10,jhu-csse,state,day,2023-03-03,966,0,5,5,54.0,,
jhu-csse,confirmed_incidence_num,ak,2020-07-11,jhu-csse,state,day,2023-03-03,965,0,5,5,92.0,,
jhu-csse,confirmed_incidence_num,ak,2020-07-12,jhu-csse,state,day,2023-03-03,964,0,5,5,101.0,,
jhu-csse,confirmed_incidence_num,ak,2020-07-13,jhu-csse,state,day,2023-03-03,963,0,5,5,73.0,,
jhu-csse,confirmed_incidence_num,ak,2020-07-14,jhu-csse,state,day,2023-03-03,962,0,5,5,61.0,,
jhu-csse,confirmed_incidence_num,ak,2020-07-15,jhu-csse,state,day,2023-03-03,961,0,5,5,55.0,,
jhu-csse,confirmed_incidence_num,ak,2020-07-16,jhu-csse,state,day,2023-03-03,960,0,5,5,79.0,,
jhu-csse,confirmed_incidence_num,ak,2020-07-17,jhu-csse,state,day,2023-03-03,959,0,5,5,51.0,,
jhu-csse,confirmed_incidence_num,ak,2020-07-18,jhu-csse,state,day,2023-03-03,958,0,5,5,75.0,,
jhu-csse,confirmed_incidence_num,ak,2020-07-19,jhu-csse,state,day,2023-03-03,957,0,5,5,118.0,,
jhu-csse,confirmed_incidence_num,ak,2020-07-20,jhu-csse,state,day,2023-03-03,956,0,5,5,139.0,,
jhu-csse,confirmed_incidence_num,ak,2020-07-21,jhu-csse,state,day,2023-03-03,955,0,5,5,115.0,,
jhu-csse,confirmed_incidence_num,ak,2020-07-22,jhu-csse,state,day,2023-03-03,954,0,5,5,100.0,,
jhu-csse,confirmed_incidence_num,ak,2020-07-23,jhu-csse,state,day,2023-03-03,953,0,5,5,77.0,,
jhu-csse,confirmed_incidence_num,ak,2020-07-24,jhu-csse,state,day,2023-03-03,952,0,5,5,67.0,,
jhu-csse,confirmed_incidence_num,ak,2020-07-25,jhu-csse,state,day,2023-03-03,951,0,5,5,117.0,,
jhu-csse,confirmed_incidence_num,ak,2020-07-26,jhu-csse,state,day,2023-03-03,950,0,5,5,231.0,,
jhu-csse,confirmed_incidence_num,ak,2020-07-27,jhu-csse,state,day,2023-03-03,949,0,5,5,114.0,,
jhu-csse,confirmed_incidence_num,ak,2020-07-28,jhu-csse,state,day,2023-03-03,948,0,5,5,133.0,,
jhu-csse,confirmed_incidence_num,ak,2020-07-29,jhu-csse,state,day,2023-03-03,947,0,5,5,92.0,,
jhu-csse,confirmed_incidence_num,ak,2020-07-30,jhu-csse,state,day,2023-03-03,946,0,5,5,124.0,,
jhu-csse,confirmed_incidence_num,ak,2020-07-31,jhu-csse,state,day,2023-03-03,945,0,5,5,109.0,,
jhu-csse,confirmed_incidence_num,ak,2020-08-01,jhu-csse,state,day,2023-03-03,944,0,5,5,152.0,,
jhu-csse,confirmed_incidence_num,ak,2020-08-02,jhu-csse,state,day,2023-03-03,943,0,5,5,145.0,,
jhu-csse,confirmed_incidence_num,ak,2020-08-03,jhu-csse,state,day,2023-03-03,942,0,5,5,77.0,,
jhu-csse,confirmed_incidence_num,ak,2020-08-04,jhu-csse,state,day,2023-03-03,941,0,5,5,68.0,,
jhu-csse,confirmed_incidence_num,ak,2020-08-05,jhu-csse,state,day,2023-03-03,940,0,5,5,60.0,,
jhu-csse,confirmed_incidence_num,ak,2020-08-06,jhu-csse,state,day,2023-03-03,939,0,5,5,45.0,,
jhu-csse,confirmed_incidence_num,ak,2020-08-07,jhu-csse,state,day,2023-03-03,938,0,5,5,70.0,,
jhu-csse,confirmed_incidence_num,ak,2020-08-08,jhu-csse,state,day,2023-03-03,937,0,5,5,85.0,,
jhu-csse,confirmed_incidence_num,ak,2020-08-09,jhu-csse,state,day,2023-03-03,936,0,5,5,103.0,,
jhu-csse,confirmed_incidence_num,ak,2020-08-10,jhu-csse,state,day,2023-03-03,935,0,5,5,66.0,,
jhu-csse,confirmed_incidence_num,ak,2020-08-11,jhu-csse,state,day,2023-03-03,934,0,5,5,60.0,,
jhu-csse,confirmed_incidence_num,ak,2020-08-12,jhu-csse,state,day,2023-03-03,933,0,5,5,61.0,,
jhu-csse,confirmed_incidence_num,ak,2020-08-13,jhu-csse,state,day,2023-03-03,932,0,5,5,101.0,,
